EntryNumber,AdID,FileName,StartDate,Time,Zone,EndDate,Impressions,Clicks,Spent,AdText,ImageText,HashTags,AdLandingPage,CustomIncludes,Junk,AT_Placements,AT_Age,AT_Location_Country,AT_Location_State,AT_Location_City,AT_Language,AT_Loose,AT_Gender,AT_PM_All,AT_PM_Behaviors,AT_PM_FieldOfStudy,AT_PM_Politics,AT_PM_Interests,AT_PM_FriendsOfConnections,AT_PM_MulticulturalAffinity,AT_PM_PeopleWhoLike,AT_PM_Industry,AT_PM_Employers,AT_AM_All,AT_AM_Interests,AT_AM_Politics,AT_AM_Behaviors,AT_AM_MulticulturalAffinity,AT_AM_Industry,AT_AM_Employers,AT_EC_All,AT_EC_ExcludePeopleWhoLike,AT_EC_ExcludePeopleWhoAreGoingTo,AT_EX_All,AT_EX_MulticulturalAffinity,AT_EX_Behaviors,avgWordLength,EntryNumber:1,BlackCulture,BCVal,BlueLives,BLVal,Christian,ChristianVal,Clinton,ClintonVal,LatinX,LatinXVal,Immigration,ImmigrationVal,Constitution,ConstitutionVal,WhiteSupremacy,WSVal,LGBTQ,LGBTQVal,LiberalFeminism,LFVal,Media,MediaVal,Muslim,MuslimVal,NativeAmerican,NAVal,Patriot,PatriotVal,RedPill,RPVal,Refugees,RefugeesVal,Sanders,SandersVal,SecondAmendment,SAVal,Seperatist,SeperatistVal,SouthernCulture,SCVal,Syria,SyriaVal,Texas,TexasVal,Trump,TrumpVal,Veterans,VeteransVal,otherCandidates,OCVal,voterFraud,VFVal,voterMisdirection,VMVal,voterTurnoutSuppression,VTSVal
1,5,P(1)0000001.txt,2016/06/15,06:39:52 AM,EDT,,29786,201,3714.15,WHERE is your VOICE?,,,https://www.facebook.com/GovSpending-1651761351759857/,,,InstagramFeed,18 _ 65+,United States,Georgia,,,,,Interests: Understanding racial segregation in the united states. American Black Film Festival. Cop Block or HuffPost Black Voices. Behaviors: African American (US). Field of study: African-American history. Politics: Likely to engage with political content (liberal),African American (US).,African-American history.,Likely to engage with political content (liberal),Understanding racial segregation in the united states; American Black Film Festival; Cop Block ; HuffPost Black Voices;,,,,,,,,,,,,,,,,,,,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,P(1)0000002.txt,2016/08/17,07:17:52 AM,EDT,,44111,625,4893.72,It's time for us to understand that we do deserve all best. It's time for our people to stand up and use all the opportunities of this life. Follow black pride us. if you agree!,,,https://www.facebook.com/Bat-240131319678646/,,,InstagramFeed,18 _ 65+,United States,,,English (US),,,Interests: Martin Luther King. Jr.. Black Power. Black Arts Movement. Fight the Power. Black Panther Party. Afrocentrism. My Black is Beautiful. Black is beautiful. Malcolm X or HuffPost Black Voices,,,,Martin Luther King; Jr.; Black Power; Black Arts Movement; Fight the Power; Black Panther Party; Afrocentrism; My Black is Beautiful; Black is beautiful; Malcolm X ; HuffPost Black Voices,,,,,,,,,,,,,,,,,,,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,24,P(1)0000005.txt,2016/04/20,03:07:11 AM,EDT,,77759,9,6618.25,TAG YOUR PHOTOS WITH #TXagainst Send us the reason why don't you want illegals in Texas. Comments. photos. and videos are welcomed!, rebettexas Sponsored CLEAR Liam %fore rD a IV                                          Q rebeRexas TAG YOUR PHOTOS WITH 4TX~cni1sr Send 1 us the reason why don't you want illegals in Texas. Comments. photos. and videos are welcomed!,#txagainst,https://www.facebook.com/GovSpending-1651761351759857/,,,InstagramFeed,18 _ 65+,United States,,,English (US),,,United States Interests: Independence or Patriotism,,,,Independence ; Patriotism,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
5,25,P(1)0000007.txt,2015/11/09,08:01:08 AM,EST,,3970,35,1401.8,Homeland of brave. Support our veterans! Join us! Veterans USA GovSpending, III-.- taq.Lam. american.veterans                           ... SponsoreJ Learn lvic. . 0                                                   W american.veterans Homeland of brave. Support our veterans! Join use,,https://instagram.com/veterans_us/,,,InstagramFeed,18 _ 65+,United States,,,English (US),,,United States Interests: Veterans,,,,Veterans,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
6,29,P(1)0000009.txt,2015/11/12,07:38:35 AM,EST,,3527,33,1506.21,What do you know about PTSD? Do you know that US Military deaths since 1999 count 6.904. while veterans suicides since 1999 account for 128.480? We'are losing 18 times more warriors in civilian life than on the battlefields! Learn more! Follow us! Veterans USA( @veterans GovSpending, InUaTam. 0       american.voterans Sponsored Learn More CO    a      V                                 Q american.veterans What do you know about PTSD? Do you know that US Military deaths since 1999 count 6.904. while veterans suicides since 1999 ... more,,https:Hinstagram.com/veterans_us/,,,InstagramFeed,18 _ 65+,United States,,,English (US),,,United States Interests: Patient Protection and Affordable Care Act or Supporting Our Veterans,,,,Patient Protection and Aff;dable Care Act ; Supp;ting Our Veterans,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
7,30,P(1)0000011.txt,2015/11/19,08:20:22 AM,EST,2015/11/21_13:28:00_EST,0,0,0,Click learn more! People don't want to look at the homeless. But maybe they will look at. or think about. or support dealing with homelessness once they know that 12% of the homeless adult population are veterans. Join us! Veterans USA( @veterans GovSpending, american.veterans Sponsored VETERAN LIVES MATTER Veterans *US* Learn More 0a            IV                                      Q american.veterans Click learn more! People don't want to look at the homeless- But maybe they will look at. or think about. or support dealing with .. r .nr^,,https:Hinstagram.com/veterans_us/,,,InstagramFeed,18 _ 65+,United States,,,English (US),,,United States Interests: Independence or Patriotism,,,,Independence ; Patriotism,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
11,42,P(1)0000019.txt,2016/06/15,07:02:09 AM,EDT,,22608,266,6015.85,If we ever forget that we are One Nation Under God. then we will be a nation gone under. Ronald Reagan,,,https://www.facebook.com/Bat-240131319678646/,,,InstagramFeed,18 _ 65+,United States,Ohio; Tennessee; Virginia,,,,,Politics: US politics (conservative). US politics (very conservative) or Likely to engage with political content (conservative),,,US politics (conservative). US politics (very conservative) or Likely to engage with political content (conservative),,,,,,,,,,,,,,,,,,,,0,11,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,50,P(1)0000022.txt,2016/06/21,10:09:02 AM,EDT,,92618,6555,13458.49,"Black Matters 4 Cops On 1 Teen: Brutality Against Juveniles L. A. County probation officers brutalize teen in detention center. Fox News Hosts Believe Charleston Shooting Wasn't Hate Crime ""Fox & Friends"" hosts declare that the shooting was motivated by religious hatred towards Christians. but not racism. Brutal Alabama Cop Fatally Shoots Black Teen Holding Cellphone A mobile police officer fatally shot a 19-year-old black teen. Michael Moore. during a traffic stop Monday. June 13 in Toulminville. Alabama. Black Matters", Black Matters shared a link.                             ii Like Page Sponsored - 0 4 Cops 4n i Teen: Brutality                               Fox News Hosts Believe Against Juveniles                           Learn Morr>   Charleston Shooting Wasn't H; L. A. County pronatia... o`ticers bru...                 Fox & Friends hosts declare thi 212 Reactions 26 Comments 117 Shares Ilk Like       * Comment              A Share,,https:Hblackmattersus.com/,: Lookalike(US. 1 %)- newtestaudit Audience Name,,NewsFeed_desktopcomputers.Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),Custom Audience: Lookalike(US. 1%)- newtestaudit,,,,,,,,,,,,,,,,,,,,,,,,,0,13,2,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,51,P(1)0000024.txt,2016/07/06,10:18:32 AM,EDT,,12653,393,1168.31,"Get breaking news and analysis on the life of African American community in the US. Black Matters 4 Cops On 1 Teen: Brutality Against Juveniles L. A. County probation officers brutalize teen in detention center. Fox News Hosts Believe Charleston Shooting Wasn't Hate Crime ""Fox & Friends"" hosts declare that the shooting was motivated by religious hatred towards Christians. but not racism. Brutal Alabama Cop Fatally Shoots Black Teen Holding Cellphone A mobile police officer fatally shot a 19-year-old black teen. Michael Moore. during a traffic stop Monday. June 13 in Toulminville. Alabama. Black Matters", Black Matters shared a link.                              ii Like Page Sponsored - 0 4 Cops 4n i Teen: Brutality                                 Fox News Hosts Believe Against Juveniles                           i Learn Morr>   Charleston Shooting Wasn't H; L. A. Counly prooatia... o`ticers bru...                   Fox & Friends hosts declare thi 19 Reactions 1 Comment 11 Shares 1111 Like       * Comment             A Share,,https://blackmattersus.com/?utm_source=facebook&utm_medium=cpc&utm_ campaign=paid,: Lookalike(US. 1 %)- newtestaudit Audience Name,,NewsFeed_desktopcomputers.Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),Custom Audience: Lookalike(US. 1%)- newtestaudit,,,,,,,,,,,,,,,,,,,,,,,,,0,14,4,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,63,P(1)0000026.txt,2016/06/21,10:08:44 AM,EDT,,0,0,0,"Get breaking news and analysis on the life of African American community in the US. Black Matters 4 Cops On 1 Teen: Brutality Against Juveniles L. A. County probation officers brutalize teen in detention center. Fox News Hosts Believe Charleston Shooting Wasn't Hate Crime ""Fox & Friends"" hosts declare that the shooting was motivated by religious hatred towards Christians. but not racism. Brutal Alabama Cop Fatally Shoots Black Teen Holding Cellphone A mobile police officer fatally shot a 19-year-old black teen. Michael Moore. during a traffic stop Monday. June 13 in Toulminville. Alabama. Black Matters", Black Matters shared a link.                            wk   Like Page Sponsored - 0 4 Cops 4n i Teen: Brutality                              Fox News Hosts Believe Against Juveniles                           Leam Morr>   Charleston Shooting Wasn't H; L. A. Counly pronatia... o`ticers bru...                Fox & Friends hosts declare thi jdI Like       * Comment              A Share,,https://blackmattersus.com/,: Lookalike(US. 1 %)- newtestaudit Audience Name,,NewsFeed_desktopcomputers.Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),Custom Audience: Lookalike(US. 1%)- newtestaudit,,,,,,,,,,,,,,,,,,,,,,,,,0,15,4,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,75,P(1)0000028.txt,2016/05/23,11:02:51 AM,EDT,,0,0,0,"Black Community! We finally made a website! News about black racial and social issues. Get breaking news and analysis on the life of African American community in the US. Black Matters Hillary Doesn't Deserve Black Votes Young black voters give up on Mrs. Clinton Outraged Flint Resident: ""Lawsuit Must Be Filed Against State!"" Flint Water Crisis touched the feelings of all Americans and the whole world. Justice For Aiyana Jones Rally The tragic death of Aiyana Jones. a 7-year-old African-American fatally shot by a Detroit police officer 4 Officers. Who Shot Jeremy McDole. Won't Face State charges. Family Protests In Wilmington Friday The tragic alleged murder of Jeremy McDole happened last September after he had been ""robbed and shot by an unknown robber."" Black Girl Gets Rope Burns During A Camping Trip When Sandy Rougely's 12-year-old daughter returned from a one day camping trip on April 28. Sandy was shocked to see a horrible rope burn on the front side of the kid's neck. Black Matters",Black Matters sp1'anGcrt>~ Black Community! We finally made a website! News about black racial and social issues. Hillary Doesn't                           Outrages Deserve Black...          Learn More      Resident Young black voters g...                   Flint Water Like            Q comment        ~ share,,https:Hblackmattersus.com/,,,Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,Behaviors: African American (US) United States Friends of connections: Friends of people who are connected to Black Matters,African American (US),,,,Friends of people who are connected to Black Matters,,,,,Interests: BlackNews.com or HuffPost Black Voices,BlackNews.com or HuffPost Black Voices,,,,,,,,,,,,0,16,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,P(1)0000032.txt,2016/06/16,04:21:05 AM,EDT,,0,0,0,"Black Community! We finally made a website! News about black racial and social issues. Get breaking news and analysis on the life of African American community in the US. Black Matters Hillary Doesn't Deserve Black Votes Young black voters give up on Mrs. Clinton Outraged Flint Resident: ""Lawsuit Must Be Filed Against State!"" Flint Water Crisis touched the feelings of all Americans and the whole world. Justice For Aiyana Jones Rally The tragic death of Aiyana Jones. a 7-year-old African-American fatally shot by a Detroit police officer 4 Officers. Who Shot Jeremy McDole. Won't Face State charges. Family Protests In Wilmington Friday The tragic alleged murder of Jeremy McDole happened last September after he had been ""robbed and shot by an unknown robber."" Black Matters"," Black Matters                                        jr Like Page Sponsored - 0 Black Community! We finally made a website! News about black racial and social issues. Hillary Doesn't Deserve Black                       Outraged Flint Resident:""Law: Votes                                  Learn More   Must Be Filed Against State!"" Young black voters give p on Mrs...                 F1nt Waver Crisis touched the feE 685 Reactions 48 Comments 129 Shares ili Like       * comment          A     Share",,https:Hblackmattersus.com/,,,NewsFeed_desktopcomputers.Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,Multicultural Affinity: African American (US) United States Friends of connections: Friends of people who are connected to Black Matters,,,,,Friends of people who are connected to Black Matters,African American (US),,,,Interests: Black Tea Patriots. Black Knowledge. BlackNews.com or HuffPost Black Voices,Black Tea Patriots. Black Knowledge. BlackNews.com or HuffPost Black Voices,,,,,,,,,,,,0,18,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,98,P(1)0000036.txt,2016/06/23,09:07:51 AM,EDT,,0,0,0,"Get breaking news and analysis on the life of African American community in the US. Black Matters Black Matters This Is What Being ""Confident In Ones Blackness"" Means To Some White Conservatives Black Matters Life Expectancy For Black Americans Increase Black Matters Police Brutality Videos Change How Black Men Live Black Matters"," P(1)0000036 Black Matters                                        ilk Like Page Sponsored - 0 Get breaking news and analysis on the life of African American community in the US. CK PRIDE AND CONFIDE Black Matters                                       Black Matters Learn More This Is What Being ""Confident In ...                Life Expectancy For Black Amen 417 Reactions 14 Comments 99 Shares 1dr Llke       V Comment           of Share P(1)0000037",,https://blackmattersus.com/,: Lookalike(US. 1 %)- newtestaudit Audience Name,,NewsFeed_desktopcomputers.Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,16 _ 65+,United States,,,English (UK);  English (US),Custom Audience: Lookalike(US. 1%)- newtestaudit,,,,,,,,,,,,,,,,,,,,,,,,,0,20,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,99,P(1)0000038.txt,2016/06/23,09:11:47 AM,EDT,,0,0,0,Get breaking news and analysis on the life of African American community in the US. Black Matters Black Matters,Black Matters                                   ii Like Page Sponsored - 0 Get breaking news and analysis on the life of African American community in the US. Black Matters                                   Black Matters Learn More li Like       * Comment      A Share,,https://blackmattersus.com/,: Lookalike(US. 1 %)- newtestaudit Audience Name,,NewsFeed_desktopcomputers.Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,16 _ 65+,United States,,,English (UK);  English (US),Custom Audience: Lookalike(US. 1%)- newtestaudit,,,,,,,,,,,,,,,,,,,,,,,,,0,21,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,109,P(1)0000040.txt,2016/06/23,09:05:12 AM,EDT,,34545,2218,3525.68,Get breaking news and analysis on the life of African American community in the US. Black Matters Justice? I don't think so! Black Matters,Black Matters shared a link.                  ii Like Page Sponsored - N Justice? I don't think so!                     Black Matters Learn Mote 244 Reactions 6 Comments 11 B Shares jdj Like       * Comment        A   Share,,https://blackmattersus.com/,: Lookalike(US. 1 %)- newtestaudit Audience Name,,NewsFeed_desktopcomputers.Third-partyApps_Websites_mobiledevices; NewsFeed_mobiledevices,18 _ 65+,United States,,,English (UK);  English (US),Custom Audience: Lookalike(US. 1%)- newtestaudit,,,,,,,,,,,,,,,,,,,,,,,,,0,22,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,112,P(1)0000042.txt,2016/04/12,10:44:27 AM,EDT,,3086,117,271,Get breaking news of African American community in the US!," Black Matters                                   Ilk Like Page Sponsored - 0 Get breaking news of African American community in the US' Adivim       vase   W""v   EnewLirMnt POLICE                            LITY.-.' 33 Likes 5 Shares 1di Like       * Comment     * Share",,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,16 _ 54,United States,,,English (UK);  English (US),,,Interests: BlackNews.com or HuffPost Black Voices. Multicultural Affinity: African American (US),,,,BlackNews.com ; HuffPost Black Voices;,,African American (US),,,,,,,,,,,,,,,,,0,23,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,216,P(1)0000044.txt,2016/04/14,04:21:30 AM,EDT,2016/04/16_04:21:29_EDT,13936,2116,1000,An unarmed black man who was shot by two officers in Florida in 2013 has been compensated by the state. through the effort of the Black Lives Matter. Fusion reported that the now-paralyzed Dontrell Stephens. the unarmed black man who was shot in Florida during traffic stop in September 2013. by Sgt. Adams Lin Black Man Shot By Police Receives $23M Settlement Because of BLM I Black Matters Black Matters,,,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,,,,People who like Black Matters. Friends of connections: Friends of people who are connected to Black Matters,,,,,Friends of people who are connected to Black Matters,,Black Matters.,,,,,,,,,,,,,,,,0,24,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,230,P(1)0000045.txt,2016/04/25,08:25:19 AM,EDT,2016/04/27_08:25:19_EDT,19309,2252,2548.82,"Nine Black Lives Matter protesters were arrested after a counter-protest at a ""pro-white"" rally. organized by members of Ku Klux Klan in Georgia. A white- power rally was held over the weekend by members of KKK. Aryan Nation sects and other white supremacist groups to celebrate the Confederate Memorial Day BLM Members Arrested For Counter-Protest Against ""White- Power Rally In Georgia I Black Matters Black Matters",,,https://blackmattersus.com/7167-blm-members-arrested-for-counter-protest- against-white-power-rally-in-georgic/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,,,,People who like Black Matters. Friends of connections: Friends of people who are connected to Black Matters,,,,,Friends of people who are connected to Black Matters,,Black Matters.,,,,,,,,,,,,,,,,0,25,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,239,P(1)0000046.txt,2016/05/06,06:35:04 AM,EDT,2016/05/07_06:35:04_EDT,19,1,2.64,The teachers responsible for such a cruel and inhumane punishment of child should be fired and never allowed to teach again. A Georgian woman is furious after a teacher punished her 5-year-old special needs grandson by making him hang by his belt from a loop on the top of a chalkboard Teachers Hung 5-Year-Old Black Special Needs Boy By Belt From Top Of Chalkboard Black Matters Black Matters,,,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US),African American (US),,,BlackNews.com ; HuffPost Black Voices,,,,,,,,,,,,,Exclude people who like Black Matters,Black Matters,,,,,0,26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,244,P(1)0000047.txt,2016/05/06,06:32:11 AM,EDT,2016/05/07_06:32:10_EDT,1118,63,100,A Public Defender posed a controversial question to potential Jurors for the trial of a young Black man convicted of murder. The question indicated to an increasing awareness among public defenders that they too may harbor racial and ethnic biases about Blacks. Earlier this year. San Francisco public defender. Mark Jacobs. posed a shocking question to a group of jurors prior to the trial of a young black man. The quest Racial Incongruities In U.S. Criminal Justice System I Black Matters Black Matters,,,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US),African American (US),,,BlackNews.com ; HuffPost Black Voices,,,,,,,,,,,,,Exclude people who like Black Matters,Black Matters,,,,,0,27,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,254,P(1)0000048.txt,2016/05/10,05:24:12 AM,EDT,2016/05/11_05:24:11_EDT,1864,176,218.76,High-profiled black deaths at the hands of police. have forced African- Americans to change their personality and the way they live their lives. Amid a spiral of black deaths at the hands of officers. many young African-Americans worried about the possibility of becoming victims of police brutality. have Police Brutality Videos Change How Black Men Live I Black Matters Black Matters,,,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US),African American (US),,,BlackNews.com ; HuffPost Black Voices,,,,,,,,,,,,,Exclude people who like Black Matters,Black Matters,,,,,0,28,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,260,P(1)0000049.txt,2016/05/13,09:40:13 AM,EDT,2016/05/14_09:40:12_EDT,1500,99,246.25,I don't do black hair.' the barber said.,,,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US),African American (US),,,BlackNews.com ; HuffPost Black Voices,,,,,,,,,,,,,Exclude people who like Black Matters,Black Matters,,,,,0,29,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,272,P(1)0000050.txt,2016/05/23,11:06:37 AM,EDT,2016/05/24_11:06:35_EDT,90,6,90.73,Chicago researchers believe a few minutes of meditation may be a solution to dealing with stress problems for black students. Researchers at the Erikson Institute in Chicago are carrying out a 4-year-study to determine whether sitting down for few minutes with legs crossed each other a New Study: Meditation May Help Black Students Cope With Stress I Black Matters Black Matters,,,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,Michigan,Detroit Michigan,English (UK);  English (US),,,,,,,,,,,,,,,,,,,,,,,,,,0,30,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,282,P(1)0000051.txt,2016/07/07,11:05:38 AM,EDT,2016/07/08_11:05:35_EDT,21301,1814,1500,We are conducting this survey because your opinion is important to us! Black Voices must be heard! Black opinion matters! Online survey powered by Typeform Thank you for your time! We highly appreciate your efforts and your opinion. Please. SHARE this article with your friends to m Take Part in Black Pride Survey I Black Matters Black Matters,,,https://blackmattersus.com/10718-take-part-in-black-pride-survey/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,,,,People who like Black Matters. Friends of connections: Friends of people who are connected to Black Matters,,,,,Friends of people who are connected to Black Matters,,Black Matters.,,,,,,,,,,,,,,,,0,31,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,287,P(1)0000052.txt,2016/07/22,05:39:42 AM,EDT,2016/07/23_05:39:41_EDT,4077,466,500,Stereotype: Being black while shopping in a grocery store. A grocery clerk Abhishek Dubey has been arrested for holding 11-year-old Black boy Dylan under gunpoint in store. Dubey racially profiled the young boy suspecti Atlanta Man Arrested For Locking Black Boy In Grocery Store I Black Matters Black Matters,,,https://www.facebook.com/Black-Matters-1579673598947501/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,United States Interests: BlackNews.com or HuffPost Black Voices Behaviors: African American (US),African American (US),,,BlackNews.com ; HuffPost Black Voices,,,,,,,,,,,,,Exclude people who like Black Matters,Black Matters,,,,,0,32,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
